L,a,b,term
30.77,47.63,5.24,W
81.35,18.74,-12.74,W
61.7,46.38,35.47,W
61.7,49.38,2.78,W
51.57,31.24,-29.94,W
61.7,40.07,-3.44,T
61.7,37.1,-18.34,W
71.6,38.22,29.22,T
41.22,52.58,-0.05,T
30.77,52.68,34.06,T
91.08,5.44,1.5,N
91.08,-12.29,10.56,N
30.77,46.93,-2.51,T
81.35,21.06,22.4,W
30.77,46.08,20.6,T
61.7,15.28,-29.05,W
71.6,32.18,12.57,W
51.57,59.69,1.53,T
91.08,1.28,14.41,N
81.35,5.82,-13.42,N
30.77,36.9,-32.14,W
51.57,40.53,69.04,T
81.35,22.67,17.48,W
71.6,38.97,-10.98,W
91.08,3.14,12.37,N
41.22,61.4,17.92,T
30.77,46.25,-9.51,W
91.08,3.36,-4.24,N
51.57,59.79,10.72,T
30.77,47.34,12.58,W
71.6,40.04,-2.7,W
91.08,1.12,-5.38,N
61.7,49.15,56.82,T
61.7,44.69,79.79,T
71.6,32.41,7.97,W
91.08,5.53,2.22,N
41.22,51.06,58.81,T
41.22,49.84,-17.34,W
81.35,8.19,-12.62,N
96,-0.06,0.06,N
81.35,3.22,-14.27,N
41.22,59.5,30.17,T
71.6,31.7,17.23,W
91.08,-0.37,-5.58,N
81.35,23.82,2.52,W
41.22,61.57,8.63,T
91.08,-1.49,-5.61,N
61.7,49.67,10.71,W
61.7,48.53,25.92,T
81.35,23.53,-0.96,W
91.08,-13.13,7.63,N
81.35,23.18,13.11,W
91.08,-10.76,13.38,N
51.57,51.2,-5.84,W
71.6,32.89,77.02,W
81.35,23.67,9.47,W
91.08,-10.86,-2.13,N
81.35,18.52,26.72,W
71.6,32.47,2.76,W
91.08,4.31,-2.82,N
41.22,56.6,40.99,T
91.08,5.41,0.74,N
61.7,49.42,18.23,T
30.77,40.89,36.03,T
61.7,29.38,64.4,W
91.08,2.95,-4.85,N
91.08,-3.48,-5.55,N
91.08,-0.05,0.06,N
41.22,51.84,-8.08,W
71.6,34.96,37.54,W
91.08,-9.69,-3.22,N
81.35,22.62,-5.51,W
91.08,2.19,-4.93,N
51.57,55.76,42.05,T
81.35,23.74,6.18,W
91.08,-13.22,3.82,N
91.08,-4.65,-5.34,N
51.57,58.01,30.52,T
20.54,34.44,-14.69,W
91.08,5.27,-0.1,N
71.6,30.67,44.56,W
91.08,4.7,-2,N
51.57,59.36,19.67,T
91.08,-7.96,-4.41,N
91.08,-11.94,-0.27,N
81.35,-19.64,-4.3,W
51.57,55.2,68.32,T
81.35,14.87,30.96,W
30.77,47.63,5.24,T
81.35,-0.05,0.06,N
61.7,46.38,35.47,T
61.7,49.38,2.78,W
61.7,40.07,-3.44,W
51.57,29.45,64.44,T
61.7,37.1,-18.34,W
71.6,38.22,29.22,W
41.22,52.58,-0.05,T
30.77,52.68,34.06,T
91.08,5.44,1.5,N
91.08,-12.29,10.56,N
30.77,46.93,-2.51,W
81.35,21.06,22.4,W
51.57,-0.48,57.27,W
81.35,9.68,-11.26,N
30.77,46.08,20.6,T
71.6,32.18,12.57,W
51.57,59.69,1.53,T
91.08,1.28,14.41,N
81.35,-33.8,12.41,W
20.54,36.82,3.13,T
81.35,-13.22,-11.59,N
51.57,40.53,69.04,T
81.35,21.03,-9.69,W
81.35,22.67,17.48,W
71.6,38.97,-10.98,W
91.08,3.14,12.37,N
91.08,-13.24,5.48,N
41.22,61.4,17.92,T
30.77,46.25,-9.51,T
91.08,3.36,-4.24,N
91.08,-12.69,1.23,N
51.57,59.79,10.72,T
30.77,47.34,12.58,T
71.6,40.04,-2.7,W
91.08,1.12,-5.38,N
61.7,49.15,56.82,T
61.7,44.69,79.79,T
91.08,5.53,2.22,N
41.22,51.06,58.81,T
81.35,8.19,-12.62,N
96,-0.06,0.06,N
41.22,59.5,30.17,T
91.08,-0.37,-5.58,N
81.35,23.82,2.52,W
41.22,61.57,8.63,T
91.08,-1.49,-5.61,N
61.7,49.67,10.71,W
61.7,48.53,25.92,W
20.54,35.15,15.44,T
61.7,5.87,68.59,W
20.54,36.42,-2.08,T
41.22,4.42,40.43,W
51.57,19.79,58.75,T
71.6,24.12,84.39,W
81.35,23.53,-0.96,W
20.54,36.64,9.24,T
91.08,-13.13,7.63,W
81.35,23.18,13.11,W
51.57,48.98,-15.95,W
51.57,51.2,-5.84,W
71.6,32.89,77.02,T
71.6,29.26,-13.95,W
81.35,23.67,9.47,W
91.08,-12.96,2.42,N
91.08,-10.86,-2.13,N
91.08,5.04,-1.14,W
81.35,-33.63,8.67,W
91.08,5.51,3.28,W
61.7,9.58,-30.64,W
81.35,18.52,26.72,W
71.6,32.47,2.76,W
91.08,4.31,-2.82,N
91.08,-6.32,-5.08,N
41.22,56.6,40.99,T
81.35,-42.41,23.78,W
91.08,5.41,0.74,N
61.7,49.42,18.23,W
30.77,40.89,36.03,T
91.08,-14.67,29.61,W
61.7,29.38,64.4,W
91.08,2.95,-4.85,N
41.22,32.37,46.62,T
51.57,46.17,-23.4,W
91.08,-3.48,-5.55,N
91.08,-0.05,0.06,N
41.22,51.84,-8.08,W
71.6,34.96,37.54,W
91.08,-9.69,-3.22,N
81.35,22.62,-5.51,W
91.08,2.19,-4.93,N
51.57,55.76,42.05,W
91.08,4.3,10.08,N
81.35,23.74,6.18,W
91.08,-13.22,3.82,N
91.08,-4.65,-5.34,N
51.57,58.01,30.52,W
71.6,-0.04,0.05,N
91.08,5.54,4.46,W
91.08,5.27,-0.1,N
30.77,44.87,-16.65,W
71.6,30.67,44.56,W
91.08,4.7,-2,N
51.57,-11.71,58.46,W
51.57,59.36,19.67,W
91.08,5.43,5.64,N
91.08,-7.96,-4.41,N
91.08,-11.94,-0.27,N
51.57,55.2,68.32,T
20.54,24.14,-14.33,W
81.35,14.87,30.96,T
30.77,47.63,5.24,T
41.22,22.15,41.13,W
81.35,18.74,-12.74,N
81.35,-0.05,0.06,N
61.7,46.38,35.47,T
61.7,49.38,2.78,T
91.08,-5.25,45.24,N
30.77,-0.15,26.58,N
91.08,5.21,7.67,N
61.7,40.07,-3.44,T
51.57,29.45,64.44,T
81.35,-18.27,-7.01,N
61.7,37.1,-18.34,T
71.6,38.22,29.22,T
41.22,52.58,-0.05,W
30.77,52.68,34.06,T
91.08,5.44,1.5,N
71.6,-22.32,-14.67,N
91.08,-12.29,10.56,N
30.77,46.93,-2.51,T
81.35,21.06,22.4,T
81.35,9.68,-11.26,N
30.77,46.08,20.6,T
71.6,32.18,12.57,T
51.57,59.69,1.53,T
91.08,1.28,14.41,N
61.7,38.67,-11.63,T
81.35,5.82,-13.42,N
20.54,36.82,3.13,T
81.35,21.03,-9.69,T
81.35,22.67,17.48,T
71.6,38.97,-10.98,T
15.6,-0.02,0.02,N
91.08,3.14,12.37,N
91.08,-13.24,5.48,N
41.22,61.4,17.92,T
71.6,16.13,-17.52,N
71.6,6.06,-22.71,N
41.22,36.48,-25.75,T
91.08,3.36,-4.24,N
91.08,-12.69,1.23,N
51.57,59.79,10.72,T
30.77,47.34,12.58,T
81.35,-10.44,-12.79,N
71.6,40.04,-2.7,T
91.08,1.12,-5.38,N
61.7,49.15,56.82,T
61.7,44.69,79.79,T
71.6,32.41,7.97,N
91.08,5.53,2.22,N
41.22,51.06,58.81,T
20.54,15.99,14.49,W
41.22,49.84,-17.34,T
81.35,8.19,-12.62,N
96,-0.06,0.06,N
81.35,3.22,-14.27,N
41.22,59.5,30.17,T
71.6,31.7,17.23,N
71.6,26.62,-18.32,T
41.22,-0.03,0.03,N
91.08,-0.37,-5.58,N
81.35,23.82,2.52,T
71.6,13.67,-19.66,N
91.08,-1.49,-5.61,N
61.7,49.67,10.71,T
61.7,48.53,25.92,T
20.54,36.42,-2.08,T
41.22,4.42,40.43,N
81.35,-5.05,-23.28,N
81.35,23.53,-0.96,T
91.08,-13.13,7.63,N
51.57,48.98,-15.95,T
91.08,-10.76,13.38,N
51.57,51.2,-5.84,T
20.54,25.15,16.6,T
71.6,10.25,-21.6,N
71.6,29.26,-13.95,T
81.35,23.67,9.47,N
91.08,-12.96,2.42,N
91.08,5.04,-1.14,N
91.08,5.51,3.28,N
51.57,35.21,-24.66,T
81.35,18.52,26.72,N
71.6,32.47,2.76,T
91.08,4.31,-2.82,N
20.54,35.97,-6.33,T
91.08,-6.32,-5.08,N
41.22,56.6,40.99,T
20.54,26.82,-27.84,W
91.08,5.41,0.74,N
20.54,1.58,11.89,N
61.7,49.42,18.23,T
30.77,40.89,36.03,T
91.08,-14.67,29.61,N
91.08,2.95,-4.85,N
51.57,46.17,-23.4,T
91.08,-3.48,-5.55,N
91.08,-0.05,0.06,N
41.22,51.84,-8.08,T
30.77,18.18,30.27,T
91.08,-9.69,-3.22,N
81.35,22.62,-5.51,T
91.08,2.19,-4.93,N
51.57,55.76,42.05,T
91.08,4.3,10.08,N
91.08,-13.22,3.82,N
91.08,-4.65,-5.34,N
91.08,5.54,4.46,N
20.54,34.44,-14.69,T
20.54,-0.02,0.02,N
91.08,5.27,-0.1,N
91.08,4.7,-2,N
51.57,59.36,19.67,T
91.08,5.43,5.64,N
91.08,-7.96,-4.41,N
91.08,-11.94,-0.27,N
81.35,-19.64,-4.3,N
51.57,55.2,68.32,T
61.7,-46.97,64.65,T
41.22,22.15,41.13,T
20.54,-16.13,-4.67,N
20.54,-27.79,7.33,N
81.35,18.74,-12.74,N
81.35,-0.05,0.06,N
61.7,46.38,35.47,T
20.54,-1.74,11.57,N
51.57,-56.86,49.22,T
30.77,-0.15,26.58,T
91.08,5.21,7.67,N
51.57,29.45,64.44,T
81.35,-18.27,-7.01,N
61.7,37.1,-18.34,N
71.6,-40.28,53.23,T
71.6,38.22,29.22,T
20.54,-26.87,1.22,N
41.22,-38.39,31.53,T
61.7,-29.22,-21.27,N
30.77,52.68,34.06,T
91.08,5.44,1.5,N
61.7,-51.58,26.3,T
61.7,14.45,76.93,T
30.77,9.51,37.16,T
91.08,-12.29,10.56,N
41.22,-33.18,41.15,T
51.57,-0.48,57.27,T
81.35,9.68,-11.26,N
30.77,46.08,20.6,T
91.08,1.28,14.41,N
81.35,-33.8,12.41,N
41.22,-9.31,43.05,T
81.35,5.82,-13.42,N
81.35,-13.22,-11.59,N
51.57,-32.36,-17.71,N
81.35,21.03,-9.69,T
61.7,-30.13,65.11,T
71.6,-24.87,85.15,T
91.08,3.14,12.37,N
91.08,-13.24,5.48,N
71.6,16.13,-17.52,N
81.35,-21.19,-1.35,N
71.6,6.06,-22.71,N
41.22,-4.87,43.26,T
71.6,-14.22,-19.9,N
91.08,3.36,-4.24,N
91.08,-12.69,1.23,N
71.6,15.62,90.72,T
30.77,47.34,12.58,T
81.35,-10.44,-12.79,N
71.6,40.04,-2.7,N
91.08,1.12,-5.38,N
61.7,49.15,56.82,T
61.7,44.69,79.79,T
81.35,-17.25,87.99,T
91.08,5.53,2.22,N
41.22,51.06,58.81,T
30.77,-23.96,27.29,T
81.35,8.19,-12.62,N
96,-0.06,0.06,N
81.35,3.22,-14.27,N
71.6,-34.49,79.15,T
71.6,-41.54,5.41,N
71.6,-2.3,85.64,T
41.22,59.5,30.17,T
30.77,3.1,25.71,T
30.77,13.89,33.8,T
91.08,-0.37,-5.58,N
81.35,23.82,2.52,N
41.22,-14.57,40.52,T
71.6,13.67,-19.66,N
41.22,-19.48,36.56,T
91.08,-1.49,-5.61,N
81.35,-16.44,-9.33,N
61.7,48.53,25.92,T
61.7,5.87,68.59,T
41.22,4.42,40.43,T
51.57,19.79,58.75,T
71.6,-25.13,-11.03,N
81.35,-5.05,-23.28,N
81.35,23.53,-0.96,N
71.6,-15.98,87.62,T
51.57,-40.14,52.84,T
81.35,-32.18,1.81,N
91.08,-13.13,7.63,N
71.6,-18.37,-18.07,N
51.57,-63.28,28.95,T
51.57,13.12,63.99,T
71.6,29.26,-13.95,N
30.77,-10.05,24.97,T
61.7,-14.02,73.17,T
91.08,-12.96,2.42,N
91.08,-10.86,-2.13,N
91.08,5.04,-1.14,N
51.57,-6.4,58.71,T
91.08,5.51,3.28,N
41.22,-0.21,42.37,T
61.7,-21.81,70.54,T
71.6,32.47,2.76,N
30.77,28.16,36.05,T
91.08,4.31,-2.82,N
91.08,-6.32,-5.08,N
41.22,56.6,40.99,T
91.08,5.41,0.74,N
61.7,49.42,18.23,T
71.6,-9.51,87.14,T
30.77,40.89,36.03,T
61.7,29.38,64.4,T
91.08,2.95,-4.85,N
81.35,-6.82,-13.92,N
41.22,32.37,46.62,T
61.7,22.09,71.31,T
91.08,-3.48,-5.55,N
91.08,-0.05,0.06,N
61.7,-7.92,73.21,T
71.6,34.96,37.54,T
51.57,-25.02,50.55,T
61.7,-55.94,49.19,T
30.77,18.18,30.27,T
91.08,-9.69,-3.22,N
81.35,22.62,-5.51,N
91.08,2.19,-4.93,N
51.57,5.33,54.9,T
51.57,55.76,42.05,T
71.6,-27.52,-7.11,N
91.08,4.3,10.08,N
91.08,-4.65,-5.34,N
41.22,9.31,37.8,T
51.57,58.01,30.52,T
51.57,-18.37,55.88,T
30.77,-3.32,26.87,T
91.08,5.27,-0.1,N
71.6,-46.7,41.31,T
91.08,4.7,-2,N
51.57,-11.71,58.46,T
51.57,59.36,19.67,T
91.08,5.43,5.64,N
91.08,-7.96,-4.41,N
41.22,17.04,45.95,T
91.08,-11.94,-0.27,N
51.57,55.2,68.32,T
30.77,47.63,5.24,T
81.35,-0.05,0.06,N
61.7,46.38,35.47,T
61.7,49.38,2.78,T
61.7,40.07,-3.44,T
51.57,29.45,64.44,W
41.22,52.58,-0.05,T
30.77,52.68,34.06,T
91.08,5.44,1.5,N
91.08,-12.29,10.56,N
81.35,21.06,22.4,T
81.35,9.68,-11.26,N
30.77,46.08,20.6,T
51.57,59.69,1.53,T
91.08,1.28,14.41,N
61.7,38.67,-11.63,T
81.35,5.82,-13.42,N
20.54,36.82,3.13,T
81.35,-13.22,-11.59,N
51.57,40.53,69.04,T
71.6,38.97,-10.98,T
91.08,3.14,12.37,N
91.08,-13.24,5.48,N
41.22,61.4,17.92,T
30.77,46.25,-9.51,T
71.6,6.06,-22.71,N
41.22,36.48,-25.75,T
91.08,3.36,-4.24,N
51.57,59.79,10.72,T
30.77,47.34,12.58,T
81.35,-10.44,-12.79,N
71.6,40.04,-2.7,T
91.08,1.12,-5.38,N
61.7,49.15,56.82,T
61.7,44.69,79.79,T
91.08,5.53,2.22,N
41.22,51.06,58.81,T
41.22,49.84,-17.34,T
81.35,8.19,-12.62,N
96,-0.06,0.06,N
41.22,59.5,30.17,T
71.6,31.7,17.23,T
91.08,-0.37,-5.58,N
81.35,14.98,47.04,T
41.22,61.57,8.63,T
71.6,13.67,-19.66,N
91.08,-1.49,-5.61,N
61.7,49.67,10.71,T
61.7,48.53,25.92,T
20.54,35.15,15.44,T
20.54,36.42,-2.08,T
51.57,19.79,58.75,T
81.35,-5.05,-23.28,N
20.54,36.64,9.24,T
81.35,-32.18,1.81,N
51.57,48.98,-15.95,T
91.08,-10.76,13.38,N
51.57,51.2,-5.84,T
71.6,32.89,77.02,T
81.35,23.67,9.47,T
91.08,-12.96,2.42,N
91.08,-10.86,-2.13,N
91.08,5.04,-1.14,N
91.08,5.51,3.28,N
61.7,9.58,-30.64,N
81.35,18.52,26.72,T
30.77,28.16,36.05,T
91.08,4.31,-2.82,N
91.08,-6.32,-5.08,N
41.22,56.6,40.99,T
91.08,5.41,0.74,N
71.6,0.85,-31.32,N
61.7,49.42,18.23,T
30.77,40.89,36.03,T
61.7,29.38,64.4,T
91.08,2.95,-4.85,N
81.35,-6.82,-13.92,N
20.54,35.44,-10.4,T
51.57,46.17,-23.4,T
91.08,-3.48,-5.55,N
91.08,-0.05,0.06,N
41.22,51.84,-8.08,T
71.6,34.96,37.54,T
91.08,-9.69,-3.22,N
91.08,2.19,-4.93,N
51.57,55.76,42.05,T
91.08,4.3,10.08,N
81.35,23.74,6.18,T
91.08,-13.22,3.82,N
91.08,-4.65,-5.34,N
51.57,58.01,30.52,T
91.08,5.54,4.46,N
81.35,-0.24,-24.03,N
91.08,5.27,-0.1,N
71.6,30.67,44.56,T
91.08,4.7,-2,N
51.57,59.36,19.67,T
91.08,5.43,5.64,N
91.08,-7.96,-4.41,N
41.22,17.04,45.95,T
91.08,-11.94,-0.27,N
51.57,55.2,68.32,T
30.77,47.63,5.24,T
41.22,22.15,41.13,W
81.35,18.74,-12.74,W
81.35,-0.05,0.06,N
61.7,46.38,35.47,T
61.7,49.38,2.78,T
30.77,-0.15,26.58,W
61.7,40.07,-3.44,T
51.57,29.45,64.44,W
41.22,52.58,-0.05,T
30.77,52.68,34.06,T
91.08,-12.29,10.56,N
30.77,46.93,-2.51,T
30.77,46.08,20.6,T
51.57,59.69,1.53,T
61.7,38.67,-11.63,T
81.35,5.82,-13.42,N
20.54,36.82,3.13,T
71.6,38.97,-10.98,T
41.22,46.93,-24.7,T
20.54,3.62,11.09,W
41.22,61.4,17.92,T
30.77,46.25,-9.51,T
41.22,36.48,-25.75,T
51.57,59.79,10.72,T
30.77,47.34,12.58,T
71.6,40.04,-2.7,W
91.08,1.12,-5.38,N
71.6,32.41,7.97,W
41.22,51.06,58.81,W
41.22,49.84,-17.34,T
96,-0.06,0.06,N
81.35,3.22,-14.27,N
41.22,59.5,30.17,T
71.6,31.7,17.23,W
91.08,-0.37,-5.58,N
81.35,23.82,2.52,W
41.22,61.57,8.63,T
91.08,-1.49,-5.61,N
61.7,49.67,10.71,W
61.7,48.53,25.92,T
41.22,4.42,40.43,W
61.7,23.29,-23.79,W
51.57,48.98,-15.95,T
51.57,51.2,-5.84,T
51.57,13.12,63.99,W
71.6,29.26,-13.95,W
51.57,35.21,-24.66,W
71.6,32.47,2.76,W
30.77,28.16,36.05,T
91.08,4.31,-2.82,N
20.54,35.97,-6.33,T
41.22,56.6,40.99,T
61.7,49.42,18.23,T
71.6,-9.51,87.14,W
30.77,40.89,36.03,T
91.08,2.95,-4.85,N
41.22,32.37,46.62,T
51.57,46.17,-23.4,W
91.08,-3.48,-5.55,N
61.7,34.47,-24.03,W
91.08,-0.05,0.06,N
41.22,51.84,-8.08,T
91.08,2.19,-4.93,N
51.57,5.33,54.9,W
51.57,55.76,42.05,T
91.08,-13.22,3.82,N
91.08,-4.65,-5.34,N
51.57,58.01,30.52,T
20.54,34.44,-14.69,T
30.77,44.87,-16.65,T
91.08,4.7,-2,N
51.57,59.36,19.67,T
30.77,42.44,-23.6,W
30.77,3.1,25.71,TS
41.22,4.42,40.43,TS
30.77,-3.32,26.87,TS
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,3.62,11.09,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
71.6,-0.04,0.05,T
30.77,-3.32,26.87,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
30.77,-0.15,26.58,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
20.54,-0.02,0.02,T
20.54,-9.52,-13.99,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
30.77,-6.44,26.57,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
71.6,-0.04,0.05,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
20.54,-17.35,7.46,T
20.54,-11.72,-12.03,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,3.62,11.09,T
20.54,-0.11,12.03,T
20.54,-17.18,-1.47,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
71.6,-0.04,0.05,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
20.54,-17.18,-1.47,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
30.77,-0.15,26.58,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,29.38,64.4,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
15.6,-0.02,0.02,T
41.22,-0.03,0.03,T
20.54,1.58,11.89,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
30.77,-0.15,26.58,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
15.6,-0.02,0.02,T
41.22,-0.03,0.03,T
20.54,1.58,11.89,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-15.07,-7.11,T
20.54,3.62,11.09,T
30.77,-13.04,21.97,T
20.54,-0.11,12.03,T
20.54,-17.18,-1.47,T
41.22,-0.03,0.03,T
30.77,3.1,25.71,T
20.54,-3.09,10.75,T
20.54,10.16,21.44,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
30.77,-3.32,26.87,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-15.07,-7.11,T
20.54,3.62,11.09,T
30.77,-13.04,21.97,T
20.54,-0.11,12.03,T
20.54,-17.18,-1.47,T
41.22,-0.03,0.03,T
30.77,3.1,25.71,T
20.54,-3.09,10.75,T
20.54,10.16,21.44,T
20.54,-5.36,7.98,T
30.77,-3.32,26.87,T
20.54,-0.02,0.02,T
20.54,-9.52,-13.99,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
20.54,-11.72,-12.03,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-9.22,-24.04,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
20.54,-0.02,0.02,T
20.54,-9.52,-13.99,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
20.54,-11.72,-12.03,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-9.22,-24.04,T
20.54,-13.39,-9.92,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
51.57,-0.03,0.04,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
30.77,-3.32,26.87,T
20.54,-0.02,0.02,T
20.54,-9.52,-13.99,T
20.54,-1.74,11.57,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
30.77,-3.32,26.87,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
30.77,-0.02,0.03,T
15.6,-0.02,0.02,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
71.6,-0.04,0.05,T
20.54,-0.02,0.02,T
20.54,7.63,-35.92,T
20.54,-1.74,11.57,T
20.54,-11.72,-12.03,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,3.62,11.09,T
20.54,-0.11,12.03,T
20.54,-3.09,10.75,T
20.54,-0.02,0.02,T
20.54,7.63,-35.92,T
20.54,-1.74,11.57,T
30.77,-0.15,26.58,T
20.54,-11.72,-12.03,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,3.62,11.09,T
20.54,-0.11,12.03,T
20.54,13.28,18.21,T
20.54,-3.09,10.75,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
30.77,-0.02,0.03,T
15.6,-0.02,0.02,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
20.54,-0.02,0.02,T
20.54,7.63,-35.92,T
20.54,-1.74,11.57,T
30.77,-0.15,26.58,T
20.54,0.11,-26.61,T
51.57,-0.03,0.04,T
20.54,-11.72,-12.03,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,3.62,11.09,T
20.54,-0.11,12.03,T
20.54,13.28,18.21,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,10.16,21.44,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
20.54,-0.02,0.02,T
20.54,7.63,-35.92,T
20.54,-1.74,11.57,T
30.77,-0.15,26.58,T
20.54,0.11,-26.61,T
20.54,-11.72,-12.03,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,3.62,11.09,T
20.54,-0.11,12.03,T
20.54,13.28,18.21,T
41.22,-0.03,0.03,T
20.54,-3.09,10.75,T
20.54,10.16,21.44,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
20.54,-0.02,0.02,T
20.54,-1.74,11.57,T
30.77,-0.15,26.58,T
30.77,-0.02,0.03,T
20.54,-4.47,9.36,T
15.6,-0.02,0.02,T
20.54,-15.07,-7.11,T
20.54,-0.11,12.03,T
41.22,-0.03,0.03,T
20.54,-13.39,-9.92,T
20.54,-3.09,10.75,T
20.54,-5.36,7.98,T
20.54,1.58,11.89,T
61.7,-0.04,0.04,T
71.6,-0.04,0.05,T
